app_id,developer,publisher,owners_range,concurrent_users_yesterday,price,initial_price,genres,positive,negative
2157560,"Cygames, Inc., Arc System Works","Cygames, Inc.","200,000 .. 500,000",1736,1499,4999,Action,4586,971
532840,THE BROTHERHOOD,THE BROTHERHOOD,"200,000 .. 500,000",3,0,0,"Adventure, Indie, Free To Play",1478,351
1504500,SIGONO INC.,SIGONO INC.,"200,000 .. 500,000",6,999,2499,"Adventure, Indie",8460,313
1449200,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","200,000 .. 500,000",23,599,3999,Adventure,2816,428
963930,Caveman Studio,Caveman Studio,"200,000 .. 500,000",51,1999,1999,"Action, Casual, Indie, Simulation",3687,702
1770630,Samuka Gomes,Samuka Gomes,"200,000 .. 500,000",0,149,299,"Action, Adventure, Casual, Indie, Strategy",2,3
1866180,Psyop,Behaviour Interactive Inc.,"200,000 .. 500,000",6,199,999,Casual,5539,571
1332470,Entertainment Forge,"GrabTheGames, Gamera Games, UpgradePoint","200,000 .. 500,000",1,0,0,"Indie, Simulation, Strategy",1440,103
1196090,Mad Head Games,Prime Matter,"200,000 .. 500,000",10,299,2999,"Action, Adventure",2134,628
250460,ClockStone,Headup,"200,000 .. 500,000",7,99,999,"Casual, Indie, Simulation",1265,394
285010,Pixel Puzzles,Pixel Puzzles,"200,000 .. 500,000",1,0,0,"Action, Casual, Indie, Simulation, Strategy, Free To Play",679,249
931280,Ironhide Game Studio,Ironhide Game Studio,"200,000 .. 500,000",10,524,1499,"Action, Casual, Indie, Strategy",1372,382
236730,11 bit studios,11 bit studios,"200,000 .. 500,000",0,1499,1499,"Action, Indie, Strategy",813,215
275100,Might and Delight,Might and Delight,"200,000 .. 500,000",5,624,2499,"Adventure, Casual, Indie",3580,631
1343670,Abyte Entertainment,Abyte Entertainment,"200,000 .. 500,000",52,599,1499,"Casual, Indie, Simulation",3322,572
331670,"Jackbox Games, Inc.","Jackbox Games, Inc.","200,000 .. 500,000",17,874,2499,"Casual, Indie, Strategy",1674,159
13500,Ubisoft,Ubisoft,"200,000 .. 500,000",18,999,999,"Action, Adventure",2952,578
1422440,Digital Sun,Hooded Horse,"200,000 .. 500,000",47,2999,2999,"Simulation, Strategy",3254,339
1715460,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,"200,000 .. 500,000",3,0,0,"Action, Adventure, Free To Play",3222,85
2022670,SEGA,SEGA,"200,000 .. 500,000",17,1199,3999,Action,2181,989
417890,Alientrap,Alientrap,"200,000 .. 500,000",1,0,0,"Action, Free To Play, Indie",880,189
1708850,Byterunners,Movie Games S.A.,"200,000 .. 500,000",145,1249,2499,"Action, Adventure, Indie, Simulation, Strategy",3930,3143
1145960,Rusty Lake,Second Maze,"200,000 .. 500,000",24,223,399,"Adventure, Indie",5639,374
1555650,Oleander Garden,Hex Code Coven,"200,000 .. 500,000",0,1299,1299,RPG,47,7
345260,CREATIVE ASSEMBLY,SEGA,"200,000 .. 500,000",117,999,999,"Action, Strategy",1574,648
530630,DESTINYbit,Slitherine Ltd.,"200,000 .. 500,000",5,0,0,"Free To Play, Strategy",1671,771
223810,Nihon Falcom,XSEED Games,"200,000 .. 500,000",1,1499,1499,"Action, Adventure, RPG",2440,301
911430,Chasing Carrots,Chasing Carrots,"200,000 .. 500,000",9,1499,2499,"Indie, Simulation, Strategy",1263,450
1570010,Okomotive,Frontier Foundry,"200,000 .. 500,000",32,1999,1999,"Action, Adventure, Indie",4324,349
2429860,Inusuku,Kagura Games,"200,000 .. 500,000",226,1299,1299,Indie,10033,361
1276760,Dimps Corporation,Bandai Namco Entertainment,"200,000 .. 500,000",60,299,1999,"Action, Adventure, Casual",3058,3083
355800,Passtech Games,Focus Entertainment,"200,000 .. 500,000",19,999,999,"Indie, Strategy",638,359
1261040,Cheesecake Dev,Cheesecake Dev,"200,000 .. 500,000",22,199,1999,"Action, Adventure, Casual, Indie, Simulation, Strategy",5770,1718
1700870,MinMax Games Ltd.,Hooded Horse,"200,000 .. 500,000",386,1499,2999,"RPG, Simulation, Strategy, Early Access",2832,276
321480,Croteam,Devolver Digital,"200,000 .. 500,000",2,0,0,"Casual, Indie, Strategy, Free To Play",1063,101
1697700,Garage Heathen,"Garage Heathen, IndieArk","200,000 .. 500,000",7,479,1199,"Adventure, Casual, Indie, RPG",2598,133
1118240,Gamious,"Whitethorn Games, Gamious","200,000 .. 500,000",16,699,1999,"Adventure, Indie",4231,638
2751000,Ubisoft Montpellier,Ubisoft,"200,000 .. 500,000",100,899,2999,"Action, Adventure",3388,595
1410710,Positech Games,Positech Games,"200,000 .. 500,000",55,2999,2999,"Indie, Simulation, Strategy",4809,989
1316910,RGG Studio,SEGA,"200,000 .. 500,000",2,2999,2999,Action,1223,240
1451090,Square Enix,Square Enix,"200,000 .. 500,000",184,1499,4999,"RPG, Simulation",2824,960
1953520,KT Racing,Nacon,"200,000 .. 500,000",56,399,3999,"Racing, Simulation",2472,1091
1357210,Stardock Entertainment,Stardock Entertainment,"200,000 .. 500,000",330,3999,3999,"Simulation, Strategy",1378,509
1887840,Aggro Crab,Aggro Crab,"200,000 .. 500,000",147,2999,2999,"Action, Adventure, Indie",16158,981
1785150,Brainwash Gang,Raw Fury,"200,000 .. 500,000",136,249,999,"Action, Indie",11066,2247
205610,Gaming Minds Studios,Kalypso Media Digital,"200,000 .. 500,000",33,1499,1499,"Action, Simulation, Strategy",1091,393
1405500,Akiragoya,"Henteko Doujin, Sanuk Inc.","200,000 .. 500,000",11,1499,1499,"Action, Indie",1407,13
230820,Daedalic Entertainment,Daedalic Entertainment,"200,000 .. 500,000",10,249,2499,"Adventure, Indie",2839,337
1138660,Morteshka,HypeTrain Digital,"200,000 .. 500,000",24,849,2499,"Adventure, Indie, RPG, Strategy",5575,446
251530,11 bit studios,11 bit studios,"200,000 .. 500,000",0,499,499,"Action, Strategy",615,169
1283400,Spiders,Nacon,"200,000 .. 500,000",29,499,4999,"Action, Adventure, RPG",3942,1474
1611430,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT, Gamera Games","200,000 .. 500,000",42,1999,1999,"Action, Adventure, RPG",2798,299
1199030,Questline,Awaken Realms,"200,000 .. 500,000",199,1999,1999,"Action, Indie, RPG",6875,726
468250,Con Artist Games,Con Artist Games,"200,000 .. 500,000",0,0,0,"Free To Play, Indie, Massively Multiplayer, Strategy",682,333
1146630,Double W,Toffee Cafe,"200,000 .. 500,000",3,69,199,"Action, Casual, Indie, RPG",6178,698
1911360,Angry Mob Games,Angry Mob Games,"200,000 .. 500,000",3,499,1999,"Action, Indie, RPG",644,87
1345890,KeokeN Interactive,Frontier Foundry,"200,000 .. 500,000",11,2999,2999,"Action, Adventure, Indie",1931,637
1144770,"Terri Vellmann, Doseone",Devolver Digital,"200,000 .. 500,000",4,299,1499,"Adventure, Indie",4504,439
1353230,Team Reptile,Team Reptile,"200,000 .. 500,000",140,1999,3999,"Action, Adventure, Indie",13120,267
1137300,Frogwares,Frogwares,"200,000 .. 500,000",33,449,4499,"Action, Adventure",2873,785
1764390,NomnomNami,NomnomNami,"200,000 .. 500,000",6,699,999,Simulation,8123,209
564310,Croteam,"Devolver Digital, Croteam","200,000 .. 500,000",54,1499,1499,"Action, Indie",4674,351
7800,Aspyr,Aspyr,"200,000 .. 500,000",6,199,1999,Action,1987,299
223220,Black Forest Games,"HandyGames, Black Forest Games","200,000 .. 500,000",3,299,1499,"Action, Indie",1471,424
726840,Binogure Studio,Binogure Studio,"200,000 .. 500,000",8,1599,1599,"Casual, Indie, Simulation, Strategy",864,106
2124780,Miziziziz,Deep Root Interactive,"200,000 .. 500,000",6,749,999,Indie,2497,177
2185060,Two Point Studios,SEGA,"200,000 .. 500,000",927,2009,2999,"Casual, Indie, Simulation, Strategy",5649,326
115100,Double Fine Productions,"Double Fine Productions, Xbox Game Studios","200,000 .. 500,000",4,999,999,"Adventure, Casual, RPG",3654,247
457420,Bossa Studios,"Bossa Studios, Infogrames","200,000 .. 500,000",3,0,0,"Action, Indie, Simulation, Free To Play",415,130
742420,Volition,Deep Silver,"200,000 .. 500,000",71,449,2999,"Action, Adventure",3883,2886
586350,Walter Machado,Walter Machado,"200,000 .. 500,000",2,99,99,"Action, Indie",219,29
527100,Ubisoft,Ubisoft,"200,000 .. 500,000",2,2499,2499,"Casual, RPG, Simulation",2404,779
2440380,axilirate,"Ravenage Games, Sidekick Publishing","200,000 .. 500,000",90,999,999,"Casual, Indie, RPG, Strategy",2697,966
3061810,RGG Studio,SEGA,"200,000 .. 500,000",213,5999,5999,"Action, Adventure, RPG",6033,613
251890,Vertigo Games,Vertigo Games,"200,000 .. 500,000",0,0,0,"Adventure, Indie, Simulation, Early Access",377,387
1287840,Frima Studio,Kalypso Media,"200,000 .. 500,000",29,1199,3999,"RPG, Strategy",2630,944
2411910,Game Star,Game Star,"200,000 .. 500,000",28,999,999,"Casual, Indie, RPG, Strategy",589,149
445190,Logic Artists,THQ Nordic,"200,000 .. 500,000",17,599,2999,"Indie, RPG, Strategy",3310,661
1330460,Mana Potion Studios,"Mana Potion Studios, Pingle Studio Ltd","200,000 .. 500,000",22,1339,1999,"Indie, Strategy",3990,823
232750,Spiders,Focus Entertainment,"200,000 .. 500,000",4,499,499,"Action, RPG",2149,717
1437840,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd., Phoenix Game","200,000 .. 500,000",77,199,199,"Action, RPG, Simulation, Strategy",616,99
2005010,Auroch Digital,Focus Entertainment,"200,000 .. 500,000",282,2199,2199,"Action, Indie",13676,1354
219950,SEGA,SEGA,"200,000 .. 500,000",2,0,0,Adventure,1651,263
378610,Blue Isle Studios,Blue Isle Publishing,"200,000 .. 500,000",2,224,1499,"Action, Adventure, Indie",6033,563
1836730,Greylock Studio,Greylock Studio,"200,000 .. 500,000",71,2499,2499,"Action, Adventure, Indie",5667,143
612020,Berzerk Studio,Berzerk Studio,"200,000 .. 500,000",75,0,0,"Casual, Free To Play, Indie, Strategy",1484,257
396710,Massive Monster,Armor Games Studios,"200,000 .. 500,000",5,1499,1499,"Action, Adventure, Indie, RPG",1724,145
1373960,Odd Meter,11 bit studios,"200,000 .. 500,000",7,999,2499,Adventure,5602,610
1410090,"Jamie D, Mixtape Games UK",Mixtape Games UK,"200,000 .. 500,000",0,1799,1799,Action,35,5
503350,Milkstone Studios,Milkstone Studios,"200,000 .. 500,000",2,149,999,"Action, Adventure, Indie, Strategy",2281,584
1957240,GamesBraz,HandMade Games,"200,000 .. 500,000",0,99,1999,"Action, Adventure, Casual, Indie, Strategy",2,8
1862520,Studio Amateur,Studio Amateur,"200,000 .. 500,000",60,999,999,"Casual, Indie, Simulation, Strategy",2761,197
962400,DVloper,DVloper,"200,000 .. 500,000",86,799,799,"Adventure, Indie",5106,375
1025960,LINE Games Corporation,LINE Games Corporation,"200,000 .. 500,000",10,399,3999,"Adventure, Casual",1557,270
2277320,Alawar,Alawar,"200,000 .. 500,000",21,239,799,"Adventure, Indie, Simulation, Strategy",932,259
1623940,Dimfrost Studio,Maximum Entertainment,"200,000 .. 500,000",27,599,2999,"Adventure, Indie",5606,297
400170,NeocoreGames,NeocoreGames,"200,000 .. 500,000",26,449,4499,"Action, Adventure, Indie, RPG",2838,867
477770,Milestone S.r.l.,Milestone S.r.l.,"200,000 .. 500,000",10,249,2499,"Racing, Simulation, Sports",2628,386
773370,Exbleative,"Future Friends Games, Exbleative","200,000 .. 500,000",3,339,1699,"Adventure, Casual, Indie, Simulation",4164,454
23450,Haemimont Games,Kalypso Media Digital,"200,000 .. 500,000",8,349,999,"Simulation, Strategy",592,196
1239260,SC Jogos,SC Jogos,"200,000 .. 500,000",169,499,499,"Casual, Indie, Racing",1596,308
2529820,Chowbie,Chowbie,"200,000 .. 500,000",27,299,499,"Action, Indie, RPG",3683,418
427250,Petroglyph,Petroglyph,"200,000 .. 500,000",4,1499,1499,"Indie, Simulation, Strategy",1982,437
382140,Mandragora,Daedalic Entertainment,"200,000 .. 500,000",66,999,999,"Adventure, Indie, Simulation",4047,1144
503580,Stress Level Zero,Stress Level Zero,"200,000 .. 500,000",1,1999,1999,"Action, Adventure, Casual, Indie",1280,232
1482860,Considera Games LLC,Considera Core LLC,"200,000 .. 500,000",81,0,0,"Adventure, Casual, Free To Play, Indie, Simulation, Strategy, Early Access",1443,259
838310,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","200,000 .. 500,000",8,499,999,Action,4028,235
342620,Triangle Studios,Triangle Studios,"200,000 .. 500,000",1,999,999,"Action, Casual, Indie",411,104
1560560,橙光游戏,橙光游戏,"200,000 .. 500,000",0,899,899,"Adventure, Casual, Indie, RPG, Strategy",5,8
1038250,Codemasters,"Codemasters, Electronic Arts","200,000 .. 500,000",24,899,5999,"Action, Adventure, Casual, Racing, Sports",3549,3077
1333720,Tomas Novak,Tomas Novak,"200,000 .. 500,000",0,1299,1299,"Action, Adventure, Indie, Early Access",4,9
1282410,Ice Code Games,Good Shepherd Entertainment,"200,000 .. 500,000",20,2999,2999,"Action, RPG, Strategy",2283,501
485450,SC Jogos,SC Jogos,"200,000 .. 500,000",3,499,499,"Casual, Indie, Strategy",1147,522
1367300,TeamSuneat,NEOWIZ,"200,000 .. 500,000",4,359,1799,"Action, Indie",1680,558
1859870,K.Kaiser's Game Studio,K.Kaiser's Game Studio,"200,000 .. 500,000",0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",1,2
3062930,Euphoric Brothers,Euphoric Brothers,"200,000 .. 500,000",23,399,799,"Action, Adventure, Casual, Indie, Simulation",1564,3233
1981610,Soleil Ltd.,Viv's Final Day Off Ltd,"200,000 .. 500,000",5,2999,2999,"Action, Adventure",1093,546
294750,11 bit studios,11 bit studios,"200,000 .. 500,000",1,99,999,"Action, Indie, Strategy",493,145
601050,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","200,000 .. 500,000",117,3999,3999,Action,6671,498
1696810,Stefan Kelnberger,astragon Entertainment,"200,000 .. 500,000",83,2999,2999,"Indie, Simulation",4296,1269
315460,Gaddy Games,Gaddy Games,"200,000 .. 500,000",9,1199,1199,"Action, Indie, RPG, Strategy",3798,396
1202900,ustwo games,ustwo games,"200,000 .. 500,000",12,199,799,"Casual, Indie",7890,800
2273980,Robot Entertainment,Robot Entertainment,"200,000 .. 500,000",201,1499,2999,"Action, Indie, Strategy",2388,950
1123050,Clover Bite,Akupara Games,"200,000 .. 500,000",35,1124,2499,"Action, Indie, RPG",4936,852
776490,MyACG Studio,MyACG Studio,"200,000 .. 500,000",3,164,1099,"Action, Adventure, Indie, RPG",2968,559
2651330,Explosive Squat Games,HypeTrain Digital,"200,000 .. 500,000",5,0,0,"Action, Adventure, Indie, Simulation, Strategy",2507,152
451020,Airship Syndicate,THQ Nordic,"200,000 .. 500,000",12,749,2999,"Indie, RPG",6252,903
1337760,MassHive Media,PQube,"200,000 .. 500,000",129,699,1999,"Action, Adventure, Casual, RPG",3759,944
1622910,The Chinese Room,Secret Mode,"200,000 .. 500,000",31,874,3499,"Action, Adventure, Indie",6001,722
774461,"Jackbox Games, Inc.","Jackbox Games, Inc.","200,000 .. 500,000",13,1649,2999,"Casual, Indie, Strategy",2626,175
1570070,Paintbucket Games,Alawar,"200,000 .. 500,000",18,1799,1799,"Adventure, Indie, Simulation, Strategy",1548,790
343740,Luden.io,Luden.io,"200,000 .. 500,000",1,0,0,"Action, Casual, Indie, Free To Play",339,93
256370,Milestone S.r.l.,Milestone S.r.l.,"200,000 .. 500,000",4,99,999,"Racing, Simulation, Sports",1272,309
3156770,The Astronauts,The Astronauts,"200,000 .. 500,000",127,3199,3999,"Action, Early Access",7976,599
207350,Nihon Falcom,XSEED Games,"200,000 .. 500,000",8,1999,1999,"Action, Adventure, RPG",3154,231
1301390,Hoochoo Game Studios,Hoochoo Game Studios,"200,000 .. 500,000",18,999,1999,"Indie, Simulation, Strategy",1074,257
843390,Zach Tsiakalis-Brown,Zulubo Productions,"200,000 .. 500,000",8,2999,2999,"Action, Adventure, Indie",2331,109
1421230,Microids Studio Paris,Microids,"200,000 .. 500,000",0,0,0,Adventure,1048,351
2221920,Ubisoft,Ubisoft,"200,000 .. 500,000",75,3999,3999,"Action, Adventure, RPG",2791,1086
226620,QCF Design,QCF Design,"200,000 .. 500,000",12,749,1499,"Adventure, Casual, Indie, RPG, Strategy",1912,364
2933130,Free Range Games,North Beach Games,"200,000 .. 500,000",370,1349,2999,"Action, Adventure, RPG",6840,1404
626610,KT Racing,Nacon,"200,000 .. 500,000",7,199,1999,"Action, Racing, Simulation, Sports",989,399
1437830,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd., Phoenix Game","200,000 .. 500,000",203,99,99,"Action, RPG, Simulation, Strategy",1613,108
1760250,Tiburon,Electronic Arts,"200,000 .. 500,000",49,0,0,"Simulation, Sports",3221,3012
1289810,Thylacine Studios,Thylacine Studios LLC,"200,000 .. 500,000",134,1999,1999,"Indie, RPG, Strategy",1908,113
651150,Nimble Giant Entertainment,Nimble Giant Entertainment,"200,000 .. 500,000",0,0,0,"Action, Indie, Sports, Strategy",1727,556
221810,Double Fine Productions,"Double Fine Productions, Xbox Game Studios","200,000 .. 500,000",5,299,1499,Adventure,2456,353
2375550,RGG Studio,SEGA,"200,000 .. 500,000",77,1499,4999,"Action, Adventure",9974,357
682290,Industry Games,Industry Games,"200,000 .. 500,000",0,0,0,"Free To Play, Early Access",512,384
1257360,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","200,000 .. 500,000",6,524,1499,Action,1269,217
981430,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd","Mixed Realms Pte Ltd, Spiral Up Games","200,000 .. 500,000",48,699,1999,"Adventure, Indie, RPG, Strategy",5157,627
763410,Doborog Games,Doborog Games,"200,000 .. 500,000",0,0,0,"Action, Free To Play, Indie",2721,378
1263370,DSGame,DSGame,"200,000 .. 500,000",3,399,399,"Action, Adventure, Casual, Indie, RPG, Strategy",3961,725
985830,Madmind Studio,Madmind Studio,"200,000 .. 500,000",6,2499,2499,"Action, Adventure",3725,1104
998930,DSGame,DSGame,"200,000 .. 500,000",1,0,0,"Action, Casual, Indie",3970,1139
579180,Nihon Falcom,"NIS America, Inc.","200,000 .. 500,000",37,1999,3999,"Action, RPG",5618,641
956030,Amanita Design,Amanita Design,"200,000 .. 500,000",38,1999,1999,"Adventure, Casual, Indie",4607,248
1606340,Illwinter Game Design,Illwinter Game Design,"200,000 .. 500,000",169,1499,2999,"Indie, Strategy",955,110
1139940,AtomTeam,AtomTeam,"200,000 .. 500,000",34,549,1099,RPG,3540,760
948740,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","200,000 .. 500,000",32,1999,1999,Adventure,7662,702
500710,Juvty Worlds,Juvty Worlds,"200,000 .. 500,000",13,0,0,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play",1091,713
344230,Pixel Puzzles,Pixel Puzzles,"200,000 .. 500,000",0,99,499,"Casual, Indie, Simulation, Strategy",269,72
1004750,KT Racing,Nacon,"200,000 .. 500,000",32,299,2999,"Racing, Simulation, Sports",1499,532
1131620,Temple Gates Games,Temple Gates Games,"200,000 .. 500,000",131,0,0,Strategy,1663,265
915580,Gameloft,Gameloft,"200,000 .. 500,000",0,0,0,"Action, Free To Play, RPG",321,216
2334220,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,Shift Now,"200,000 .. 500,000",0,0,0,"Action, Indie, Strategy",1029,975
232790,Double Fine Productions,"Double Fine Productions, Xbox Game Studios","200,000 .. 500,000",8,1499,1499,"Adventure, Casual, Indie",6679,1309
1809420,"Gloac Games, Gloac",Gloac,"200,000 .. 500,000",0,899,899,"Action, Adventure, Indie, Strategy",5,5
1122720,Simogo,Annapurna Interactive,"200,000 .. 500,000",5,649,1299,"Action, Casual",8082,266
1201270,Mojiken,"Toge Productions, Cube Game","200,000 .. 500,000",14,1999,1999,"Adventure, Indie",6057,158
332200,Thomas Happ Games LLC,Thomas Happ Games LLC,"200,000 .. 500,000",17,499,1999,"Action, Adventure, Indie",5515,549
57640,Revolution Software Ltd,Revolution Software Ltd,"200,000 .. 500,000",4,0,0,Adventure,2583,186
1182310,Cloak and Dagger Games,Wadjet Eye Games,"200,000 .. 500,000",7,1499,1499,Adventure,2264,180
34470,Firaxis Games,2K,"200,000 .. 500,000",0,599,2999,Strategy,358,104
1432320,LuGus Studios,LuGus Studios,"200,000 .. 500,000",35,1199,1599,"Action, Racing, Simulation, Sports",678,72
898920,Beamdog,Beamdog,"200,000 .. 500,000",577,699,1999,Strategy,3663,1021
2616460,Bullfrog Productions,Electronic Arts,"200,000 .. 500,000",35,99,499,"Action, Strategy",941,57
207420,Tribute Games Inc.,Tribute Games Inc.,"200,000 .. 500,000",1,299,299,"Action, Adventure, Indie",685,298
442810,Bad Pixel,Bad Pixel,"200,000 .. 500,000",0,0,0,"Free To Play, Massively Multiplayer, RPG",360,254
2200780,Campfire Studio,Campfire Studio,"200,000 .. 500,000",110,599,599,"Casual, Indie, Simulation",4581,496
870200,"Jundroo, LLC","Jundroo, LLC","200,000 .. 500,000",49,499,1999,"Indie, Simulation",2807,311
1292940,Rusty Lake,Rusty Lake,"200,000 .. 500,000",123,499,499,,6674,122
1203710,@unepic_fran,"Versus Evil, tinyBuild","200,000 .. 500,000",24,399,1999,"Action, Adventure, Indie",2820,197
1159690,HypeTrain Digital,HypeTrain Digital,"200,000 .. 500,000",97,1799,2999,"Action, Adventure, Indie, RPG, Simulation",4455,1501
250110,Witch Beam,Witch Beam,"200,000 .. 500,000",1,399,1999,"Action, Indie",1843,115
553540,Brace Yourself Games,Brace Yourself Games,"200,000 .. 500,000",27,1199,2999,"Indie, Simulation, Strategy",2370,725
1173790,Square Enix,Square Enix,"200,000 .. 500,000",47,1079,1799,RPG,2069,150
719640,Gameloft,Gameloft,"200,000 .. 500,000",155,0,0,"Massively Multiplayer, Strategy, Free To Play",579,332
2291060,SANDLOT,D3PUBLISHER,"200,000 .. 500,000",369,2639,5999,Action,4262,2084
637670,Square Enix,Square Enix,"200,000 .. 500,000",11,3999,3999,"Action, RPG",1872,824
1540960,Aleksandr Golovkin,Aleksandr Golovkin,"200,000 .. 500,000",200,0,0,"Free To Play, Indie, Strategy",825,333
214150,Stardock Entertainment,Stardock Entertainment,"200,000 .. 500,000",4,499,499,"Indie, Strategy",138,149
22120,Frictional Games,Frictional Games,"200,000 .. 500,000",4,339,999,"Action, Adventure, Indie",2589,163
1450150,Crucial Experiment,Unknown Softwares Lab,"200,000 .. 500,000",1,0,0,"Indie, Simulation, Free To Play",1629,103
1160750,EvilCharm Games,"EvilCharm Games, Aleksandr Golovkin","200,000 .. 500,000",166,0,0,"Indie, RPG, Free To Play",2187,585
1853200,Team SNEED,Team SNEED,"200,000 .. 500,000",2,99,99,"Action, Indie",2340,137
2328750,Estoty,SayGames,"200,000 .. 500,000",65,479,1499,"Action, Adventure, Casual, Simulation",1387,223
24880,Pandemic Studios,Electronic Arts,"200,000 .. 500,000",37,199,999,"Action, Adventure",1756,161
1249040,Out of the Blue Games,Raw Fury,"200,000 .. 500,000",16,799,1999,"Adventure, Indie",3073,181
61500,Triumph Studios,Paradox Interactive,"200,000 .. 500,000",10,599,599,"RPG, Strategy",766,213
1206060,Amanita Design,Amanita Design,"200,000 .. 500,000",10,449,1499,"Adventure, Casual, Indie",2608,294
1711610,可布和常常诶,可布和常常诶,"200,000 .. 500,000",4,1199,1199,"Indie, RPG, Strategy",1313,274
477740,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","200,000 .. 500,000",81,2999,2999,Adventure,5798,408
2506160,Rayll Studios,Rayll Studios,"200,000 .. 500,000",22,499,999,"Adventure, Casual, Indie",4303,347
2457580,Calappa Games,PLAYISM,"200,000 .. 500,000",1,899,1499,"Action, Indie, Sports, Early Access",130,7
238750,Ubisoft,Ubisoft,"200,000 .. 500,000",36,599,2999,RPG,2168,1119
325090,Bossa Studios,Bossa Studios,"200,000 .. 500,000",0,499,499,"Adventure, Casual, RPG",581,166
553210,HeroCraft PC,HeroCraft PC,"200,000 .. 500,000",0,0,0,"Action, RPG, Strategy",882,469
1567020,Supermassive Games,Bandai Namco Entertainment Europe,"200,000 .. 500,000",38,1479,3999,Adventure,2580,2061
843810,Perfect Day Studio,Perfect Day Studio,"200,000 .. 500,000",3,899,1999,"Adventure, Indie, RPG, Simulation, Strategy",1474,260
1497640,BlankMediaGames,Digital Bandidos,"200,000 .. 500,000",0,0,0,"Casual, Indie, Strategy, Free To Play",657,422
1264250,Misc Games,Misc Games,"200,000 .. 500,000",64,3499,3499,Simulation,1965,593
1168660,SC Jogos,SC Jogos,"200,000 .. 500,000",6,49,499,"Casual, Indie, Racing, Simulation, Sports",1552,260
231330,The Farm 51,THQ Nordic,"200,000 .. 500,000",0,1999,1999,"Action, Adventure",1859,664
1239320,Games Incubator,"Games Incubator, PlayWay S.A.","200,000 .. 500,000",45,299,1999,"Adventure, Casual, Indie, Simulation",3058,437
237430,Logic Artists,THQ Nordic,"200,000 .. 500,000",5,1999,1999,"Indie, RPG, Strategy",1218,325
1201540,Thing Trunk,Skystone Games,"200,000 .. 500,000",93,749,2499,"Adventure, Indie, RPG, Strategy",3302,543
2963880,Embers,Embers,"200,000 .. 500,000",23,395,899,"Action, Adventure, Indie",4022,497
24400,NeocoreGames,Paradox Interactive,"200,000 .. 500,000",1,999,999,"RPG, Strategy",416,189
1115780,Happy Volcano,"Happy Volcano, XD","200,000 .. 500,000",1,199,999,"Adventure, Indie",913,222
633080,Rogue Snail,Rogue Snail,"200,000 .. 500,000",1,1999,1999,"Action, Adventure, Indie, RPG",768,373
237870,Pathea Games,Pathea Games,"200,000 .. 500,000",8,0,0,"Action, Adventure, Indie, RPG, Simulation",4226,2586
2060160,Timon Herzog,"Metaroot, Timon Herzog","200,000 .. 500,000",31,799,999,"Casual, Indie, Simulation, Strategy",1496,47
2069550,DIG Games,DIG Games,"200,000 .. 500,000",0,99,499,RPG,15,8
34190,Sumo Digital,SEGA,"200,000 .. 500,000",23,499,999,Racing,2738,416
502520,Game-Labs,Game-Labs,"200,000 .. 500,000",495,2999,2999,"Indie, Simulation, Strategy",7123,861
1267540,KT Racing,Nacon,"200,000 .. 500,000",448,299,2999,"Racing, Simulation, Sports",1444,426
1643310,Realmforge Studios,Kalypso Media,"200,000 .. 500,000",116,4999,4999,"Simulation, Strategy",2423,294
20550,Volition,Deep Silver,"200,000 .. 500,000",1,199,999,"Action, Strategy",629,570
3228590,Prophecy Games,Prophecy Games,"200,000 .. 500,000",1261,2499,2499,Action,3471,733
2488510,Midhard Games,101XP,"200,000 .. 500,000",8,349,699,"Action, Casual, Indie, RPG",1531,695
1154810,Aggro Crab,Team17 Digital,"200,000 .. 500,000",16,199,1999,"Action, Indie",3376,342
860000,REX PEX GAMES,REX PEX GAMES,"200,000 .. 500,000",0,499,499,"Action, Adventure, Casual, Indie, Racing, Simulation",19,5
1517960,DSGame,DSGame,"200,000 .. 500,000",3,899,899,"Action, Casual, Indie",1366,694
1069640,Game-Labs,Game-Labs,"200,000 .. 500,000",37,1199,2999,"Action, Indie, RPG, Simulation",3070,1400
759740,Milestone S.r.l.,Milestone S.r.l.,"200,000 .. 500,000",23,449,2999,"Racing, Simulation, Sports",4715,964
11140,Frogwares,Frogwares,"200,000 .. 500,000",2,999,999,Adventure,588,209
63610,"Cyan Worlds, Inc.","Cyan Worlds, Inc.","200,000 .. 500,000",5,239,599,"Adventure, Casual",1180,143
2688950,Frontier Developments,Frontier Developments,"200,000 .. 500,000",1213,2249,4999,"Simulation, Strategy",6074,3242
